region,district,district_short,type,type_short,name,latitude,longitude,is_district_shown
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,хутор,х.,Свободный,45.34944,39.52944,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,хутор,х.,Северский,45.22639,39.91722,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,хутор,х.,Семёнов,45.22028,39.92639,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,хутор,х.,Семёновка,45.32639,40.04194,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,хутор,х.,Согласный,45.23361,39.97778,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,хутор,х.,Сокольский,45.34972,39.605,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,село,с.,Суворовское,45.28333,39.45,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,станица,ст‑ца,Тенгинская,45.10083,40.01667,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,город,г.,Усть‑Лабинск,45.21528,39.68944,1
Краснодарский край,Усть‑Лабинский район,Усть‑Лабинский р‑н,хутор,х.,Финогеновский,45.25,39.99972,1
