region,district,district_short,type,type_short,name,latitude,longitude,is_district_shown
Краснодарский край,Апшеронский район,Апшеронский р‑н,село,с.,Черниговское,44.25056,39.7625,1
Краснодарский край,Апшеронский район,Апшеронский р‑н,станица,ст‑ца,Ширванская,44.37167,39.80861,1
Краснодарский край,Апшеронский район,Апшеронский р‑н,посёлок,п.,Ширванская Водокачка,44.37028,39.79222,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,село,с.,Белая Глина,46.08333,40.85,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,посёлок,п.,Восточный,46.19,40.95556,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,посёлок,п.,Западный,46.17417,40.60167,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,село,с.,Кулешовка,45.96194,41.09833,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,посёлок,п.,Магистральный,46.27583,40.96917,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,хутор,х.,Меклета,45.89,40.99111,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,станица,ст‑ца,Новолокинская,45.79944,41.215,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,село,с.,Новопавловка,45.98111,40.96722,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,посёлок,п.,Садовый,46.19806,40.91528,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,посёлок,п.,Селекционный,46.185,40.71528,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,посёлок,п.,Семеноводческий,46.23806,40.70639,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,хутор,х.,Туркинский,45.735,40.95583,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,станица,ст‑ца,Успенская,45.7625,41.06,1
Краснодарский край,Белоглинский район,Белоглинский р‑н,посёлок,п.,Центральный,46.19889,40.84139,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Авиация,45.0275,39.54583,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Амосов,45.00111,39.87306,1
Краснодарский край,Белореченский район,Белореченский р‑н,село,с.,Архиповское,45.00667,39.855,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Беляевский,45.01694,39.48833,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Бережной,44.92389,39.90917,1
Краснодарский край,Белореченский район,Белореченский р‑н,станица,ст‑ца,Бжедуховская,44.83333,39.66667,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Большой Бродовой,44.97083,39.87472,1
Краснодарский край,Белореченский район,Белореченский р‑н,село,с.,Великовечное,44.935,39.755,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Вербин,45.01361,39.87306,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Верхневеденеевский,44.83222,39.77694,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Восточный,44.73833,39.96639,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Высотный,44.95417,39.68194,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Ганжинский,44.90444,39.67833,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Гливенко,44.90583,39.63694,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Головков,45.02278,39.58528,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Грушёвый,44.76417,39.97722,1
Краснодарский край,Белореченский район,Белореченский р‑н,станица,ст‑ца,Гурийская,44.65,39.6,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Долгогусевский,44.80528,39.7875,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Дружный,44.72306,39.77778,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Дунайский,44.57333,39.80806,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Каневецкий,44.80278,39.65833,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Капустин,44.89833,39.92444,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Комсомольский,44.93389,39.70667,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Коренная Балка,44.58861,39.81667,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Кубанский,44.62083,39.77611,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Лантратов,44.91111,39.9225,1
Краснодарский край,Белореченский район,Белореченский р‑н,село,с.,Леонтьевское,44.90056,39.77556,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Лесной,44.545,39.81417,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Лукашёв,44.79472,39.77472,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Малый Бродовой,44.99,39.86833,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Малый Дукмасов,44.94861,39.87417,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Мирный,44.72583,39.72361,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Молодёжный,44.6775,39.67806,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,МТФ № 1 колхоза имени Ленина,44.8175,39.86306,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,МТФ № 2 колхоза имени Ленина,44.76639,39.91556,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Нижневеденеевский,44.88139,39.65667,1
Краснодарский край,Белореченский район,Белореченский р‑н,село,с.,Новоалексеевское,44.95222,39.86333,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Новогурийский,44.78139,39.65444,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Новосёловский,44.86278,39.8125,1
Краснодарский край,Белореченский район,Белореченский р‑н,станица,ст‑ца,Октябрьская,44.85306,39.62056,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Первомайский,44.89444,39.74111,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Подгорный,44.77444,39.96222,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Потин,44.965,39.86778,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Привольный,44.875,39.80472,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Приречный,44.72306,39.89944,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Проточный,44.86528,39.76972,1
Краснодарский край,Белореченский район,Белореченский р‑н,станица,ст‑ца,Пшехская,44.69778,39.79583,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Родники,44.7475,39.91028,1
Краснодарский край,Белореченский район,Белореченский р‑н,станица,ст‑ца,Рязанская,44.95833,39.58333,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Садовый,44.79111,39.83722,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Северный,45.035,39.59722,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Средний Дукмасов,44.95861,39.87917,1
Краснодарский край,Белореченский район,Белореченский р‑н,посёлок,п.,Степной,44.8475,39.93194,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Терновый,44.62139,39.84444,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Фадеевский,44.64361,39.8625,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Фокин Первый,45.01472,39.51778,1
Краснодарский край,Белореченский район,Белореченский р‑н,станица,ст‑ца,Черниговская,44.70194,39.66556,1
Краснодарский край,Белореченский район,Белореченский р‑н,хутор,х.,Черниговский,44.92972,39.89583,1
Краснодарский край,Белореченский район,Белореченский р‑н,село,с.,Школьное,44.90639,39.85167,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,станица,ст‑ца,Батуринская,45.78333,39.36667,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,село,с.,Бейсугское,45.8814139,38.7048389,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,село,с.,Большой Бейсуг,45.78111,39.22889,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,станица,ст‑ца,Брюховецкая,45.80083,39.00417,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,посёлок,п.,Встречный,45.922225,38.9656833,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Гарбузовая Балка,45.84917,38.815,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,посёлок,п.,Заря,45.79194,39.32222,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Зозова Балка,45.78917,39.50639,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Имерницин,45.76639,39.11194,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Кавказский,45.7307306,39.0118639,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Киновия,45.9077083,38.9284333,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Красная Звезда,45.86,38.86417,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Красная Нива,45.7481639,39.0194972,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Красная Поляна,45.768111,39.0267861,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Кубань,45.7936083,39.0987278,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,посёлок,п.,Лебяжий Остров,45.8835083,38.9130417,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,посёлок,п.,Лиманский,45.8626694,38.9389861,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,станица,ст‑ца,Новоджерелиевская,45.775,38.675,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,село,с.,Новое Село,45.8855333,39.4710389,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,станица,ст‑ца,Переясловская,45.84472,39.02167,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Победа,45.7253917,39.0352056,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Поды,45.8035972,38.8042806,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Полтавский,45.78778,39.43944,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Привольный,45.8059333,39.1597889,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,село,с.,Приречное,45.79861,39.29306,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,посёлок,п.,Раздольный,45.9001333,38.89389,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Рогачи,45.8672278,38.7717444,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,село,с.,Свободное,45.87167,39.15806,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Сопова Балка,45.944125,38.958275,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,село,с.,Харьково‑Полтавское,45.78917,39.12917,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Челюскинец,45.8517611,38.6253556,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,станица,ст‑ца,Чепигинская,45.9290361,38.8762278,1
Краснодарский край,Брюховецкий район,Брюховецкий р‑н,хутор,х.,Чкалова,45.77083,39.015,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Александроневская,45.69444,39.88722,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Балковская,45.81111,39.72972,1
Краснодарский край,Выселковский район,Выселковский р‑н,посёлок,п.,Бейсуг,45.7,39.85,1
Краснодарский край,Выселковский район,Выселковский р‑н,хутор,х.,Бейсужёк Второй,45.48611,39.71583,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Березанская,45.7,39.58333,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Бузиновская,45.6,39.78333,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Выселки,45.58056,39.65722,1
Краснодарский край,Выселковский район,Выселковский р‑н,посёлок,п.,Газырь,45.75,39.93333,1
Краснодарский край,Выселковский район,Выселковский р‑н,посёлок,п.,Гражданский,45.78025,39.8736222,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Заречный,45.7347167,39.6368167,1
Краснодарский край,Выселковский район,Выселковский р‑н,село,с.,Заря,45.6681694,39.6413167,1
Краснодарский край,Выселковский район,Выселковский р‑н,хутор,х.,Иногородне‑Малёваный,45.5424028,39.6295139,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Ирклиевская,45.85,39.65,1
Краснодарский край,Выселковский район,Выселковский р‑н,посёлок,п.,Красный,45.8452306,39.7800583,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Крупская,45.70083,39.97639,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Новобейсугская,45.47139,39.89111,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Новогражданская,45.58833,40.00306,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Новодонецкая,45.69583,39.81333,1
Краснодарский край,Выселковский район,Выселковский р‑н,станица,ст‑ца,Новомалороссийская,45.63,39.89583,1
Краснодарский край,Выселковский район,Выселковский р‑н,посёлок,п.,Первомайский,45.7052028,40.1217,1
Краснодарский край,Выселковский район,Выселковский р‑н,село,с.,Первомайское,45.6626472,39.7181167,1
Краснодарский край,Выселковский район,Выселковский р‑н,посёлок,п.,Октябрьский,45.803667,39.9943861,1
Краснодарский край,Выселковский район,Выселковский р‑н,посёлок,п.,Отважный,45.796083,39.8027194,1
Краснодарский край,Выселковский район,Выселковский р‑н,хутор,х.,Память Ленина,45.8834417,39.539639,1
Краснодарский край,Выселковский район,Выселковский р‑н,посёлок,п.,Советский,45.7528583,40.0101,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Алексеевский,45.2275222,40.6153917,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Борисов,45.193825,40.4378361,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Ботаника,45.2141917,40.7949222,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Братский,45.157167,40.7837472,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Булгаков,45.1895139,40.5135694,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Венцы,45.38333,40.83333,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Вербовый,45.2403556,40.4961417,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Воздвиженский,45.1713861,40.8093417,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,пгт,пгт,Гирей,45.4,40.66667,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,город,г.,Гулькевичи,45.36028,40.69444,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Дальний,45.3046583,40.5196139,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Духовской,45.41722,40.91583,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Журавлев,45.240444,40.4219417,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Зарьков,45.11694,40.72833,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Заря,45.3314222,40.8263139,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Зеленчук,45.12361,40.70694,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Ивлев,45.19056,40.53222,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Киевка,45.26115,41.008975,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Комсомольский,45.3024472,40.6784611,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Кравченко,45.4181861,40.935225,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Красная Поляна,45.3553,40.8649361,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,пгт,пгт,Красносельский,45.39333,40.59833,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Крупский,45.343425,40.7716972,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Кубань,45.3551417,40.4106917,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Лебедев,45.245275,40.5120861,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Лебяжий,45.3867361,40.803278,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Лесодача,45.36861,40.93972,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Майкопское,45.39222,40.764972,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Машевский,45.2831833,40.7010639,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Мирный,45.3431639,40.3115917,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Мирный Пахарь,45.2219472,40.8115139,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Николенское,45.2424667,40.554075,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Новоивановский,45.3608833,40.3788389,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Новокрасный,45.1503167,40.6740083,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Новомихайловское,45.29028,41.00722,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Новопавловский,45.2459917,40.7092389,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Новоукраинское,45.37778,40.52222,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Орлов,45.245639,40.4884389,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Отрадо‑Кубанское,45.24722,40.83333,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Отрадо‑Ольгинское,45.3032917,40.9371306,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Партизан,45.2353556,40.4143083,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Первомайского Лесничества,45.403194,40.957278,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Петровский,45.2170806,40.6521806,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Подлесный,45.3841083,40.942639,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Подлесный,45.3691778,40.4134389,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Приозёрное,45.41389,40.7,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Прогресс,45.2723389,40.7815167,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Пушкинское,45.1753222,40.6036583,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Родников,45.2309278,40.4392306,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Самойлов,45.36722,40.60556,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Сергеевский,45.24111,40.40167,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,станица,ст‑ца,Скобелевская,45.1975,40.42222,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Советский,45.3624139,40.4476639,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,село,с.,Соколовское,45.2569583,40.654475,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Спорный,45.2405639,40.4517389,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Старогермановский,45.0827611,40.773528,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Старомавринский,45.2770528,40.807417,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Тельман,45.362833,40.634194,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Трудовой,45.3361333,40.278806,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Тысячный,45.1808,40.7686,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,посёлок,п.,Урожайный,45.34306,40.47222,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Чаплыгин,45.1111056,40.7594833,1
Краснодарский край,Гулькевичский район,Гулькевичский р‑н,хутор,х.,Черединовский,45.4143111,40.7266361,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Агроном,45.13333,39.18333,1
Краснодарский край,Динской район,Динской р‑н,посёлок ж.д. станции,п.жд.ст.,Васюринская,45.1136528,39.3822917,1
Краснодарский край,Динской район,Динской р‑н,станица,ст‑ца,Васюринская,45.11667,39.41667,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Вишняки,45.11806,39.21972,1
Краснодарский край,Динской район,Динской р‑н,станица,ст‑ца,Воронцовская,45.22056,38.73667,1
Краснодарский край,Динской район,Динской р‑н,хутор,х.,Восточный,45.384925,39.0926222,1
Краснодарский край,Динской район,Динской р‑н,хутор,х.,Горлачивка,45.35885,39.0887028,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Дальний,45.4031556,38.8515528,1
Краснодарский край,Динской район,Динской р‑н,станица,ст‑ца,Динская,45.21667,39.22472,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Зарождение,45.1572083,39.2361278,1
Краснодарский край,Динской район,Динской р‑н,хутор,х.,Карла Маркса,45.2328778,39.0863944,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Кочетинский,45.175361,39.2390528,1
Краснодарский край,Динской район,Динской р‑н,село,с.,Красносельское,45.28333,39.16667,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Найдорф,45.3275028,38.8234833,1
Краснодарский край,Динской район,Динской р‑н,станица,ст‑ца,Нововеличковская,45.27861,38.8375,1
Краснодарский край,Динской район,Динской р‑н,станица,ст‑ца,Новотитаровская,45.23583,38.97111,1
Краснодарский край,Динской район,Динской р‑н,хутор,х.,Новый,45.3206778,39.123675,1
Краснодарский край,Динской район,Динской р‑н,хутор,х.,Осечки,45.2379528,38.8708583,1
Краснодарский край,Динской район,Динской р‑н,село,с.,Первореченское,45.15833,39.3,1
Краснодарский край,Динской район,Динской р‑н,станица,ст‑ца,Пластуновская,45.29611,39.26611,1
Краснодарский край,Динской район,Динской р‑н,село,с.,Примаки,45.1987528,38.8562639,1
Краснодарский край,Динской район,Динской р‑н,посёлок ж.д. разъезда,п.жд.рзд.,Редутский,45.1691361,39.4610139,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Северо‑Кавказской зональной опытной станции ВНИИЛР,45.1425694,39.4201472,1
Краснодарский край,Динской район,Динской р‑н,станица,ст‑ца,Старомышастовская,45.34194,39.07278,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Украинский,45.25139,39.35278,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Южный,45.15,39.00833,1
Краснодарский край,Динской район,Динской р‑н,посёлок,п.,Янтарный,45.1295472,39.244275,1
Краснодарский край,Ейский район,Ейский р‑н,село,с.,Александровка,46.64722,38.39722,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Большевик,46.51528,38.23472,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Братский,46.51361,38.31333,1
Краснодарский край,Ейский район,Ейский р‑н,село,с.,Воронцовка,46.65278,38.07778,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Дальний,46.44861,38.14167,1
Краснодарский край,Ейский район,Ейский р‑н,станица,ст‑ца,Должанская,46.63333,37.8,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Заводской,46.42611,38.46194,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Заря,46.50333,38.17278,1
Краснодарский край,Ейский район,Ейский р‑н,хутор,х.,Зелёная Роща,46.64306,38.45556,1
Краснодарский край,Ейский район,Ейский р‑н,станица,ст‑ца,Камышеватская,46.41111,37.95,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Комсомолец,46.57778,38.26111,1
Краснодарский край,Ейский район,Ейский р‑н,станица,ст‑ца,Копанская,46.26667,38.46667,1
Краснодарский край,Ейский район,Ейский р‑н,село,с.,Красноармейское,46.64722,38.20472,1
Краснодарский край,Ейский район,Ейский р‑н,село,с.,Кухаривка,46.62639,38.14528,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Мирный,46.55889,38.01083,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Моревка,46.54583,38.05694,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Николая Островского,46.44028,38.32472,1
Краснодарский край,Ейский район,Ейский р‑н,хутор,х.,Новатор,46.56806,38.18944,1
Краснодарский край,Ейский район,Ейский р‑н,хутор,х.,Новодеревянковский,46.39917,38.45806,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Октябрьский,46.49028,38.28,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Первомайский,46.45389,38.25333,1
Краснодарский край,Ейский район,Ейский р‑н,хутор,х.,Приазовка,46.65083,38.16028,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Пролетарский,46.47444,38.42722,1
Краснодарский край,Ейский район,Ейский р‑н,хутор,х.,Рассвет,46.59278,38.38806,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Садовый,46.64778,38.43361,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Симоновка,46.5882861,38.3057333,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Советский,46.51611,38.14028,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Степной,46.59167,38.41694,1
Краснодарский край,Ейский район,Ейский р‑н,хутор,х.,Шиловка,46.32528,38.2225,1
Краснодарский край,Ейский район,Ейский р‑н,станица,ст‑ца,Ясенская,46.3575,38.27528,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Ясенская Переправа,46.25,38.29722,1
Краснодарский край,Ейский район,Ейский р‑н,посёлок,п.,Яснопольский,46.57028,38.40917,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Внуковский,45.561675,40.5009833,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Возрождение,45.512944,40.4564056,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Восточный,45.557025,40.5159583,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Десятихатка,45.47056,40.49861,1
Краснодарский край,Кавказский район,Кавказский р‑н,станица,ст‑ца,Дмитриевская,45.65,40.75,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,имени М. Горького,45.54944,40.72556,1
Краснодарский край,Кавказский район,Кавказский р‑н,станица,ст‑ца,Кавказская,45.43972,40.66889,1
Краснодарский край,Кавказский район,Кавказский р‑н,станица,ст‑ца,Казанская,45.4,40.43333,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Казачий,45.5541694,40.5568722,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Комсомольский,45.5578222,40.3363667,1
